city_id,ciy_name,
4524,Prefeitura de Serra Talhada,Brazil
4525,Municipality of Belo Horizonte,Brazil
4526,Comodoro Rivadavia,Argentina
4527,Comodoro Rivadavia,Argentina
4528,Municipality of Ambato,Ecuador
4529,Beteitiva,Colombia
4530,Aipromades Lago de Chapala,Mexico
4531,Municipality of Corrientes,Argentina
4532,Municipalidad de San José,Costa Rica
4533,Municipalidad  de Rosario,Argentina
4534,Uranga,Argentina
4535,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico
4536,Envigado,Colombia
4537,Municipality of Tópaga,Colombia
4538,Municipalidad de Bellavista,Peru
4539,Municipalidad de La Serena,Chile
4540,Prefeitura de Brasiléia,Brazil
4541,Alcaldía de Yopal,Colombia
4542,Alcaldía de Florencia,Colombia
4543,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico
4544,Municipalidad de San Carlos de Bariloche,Argentina
4545,Municipalidad de Belén,Costa Rica
4546,Ciudad de Mendoza,Argentina
4547,Comodoro Rivadavia,Argentina
4548,Municipality of Coronel Dominguez,Argentina
4549,Municipalidad de Tampico,Mexico
4550,Municipalidad de San José,Costa Rica
4551,Prefeitura da Estância Turística de ITU,Brazil
4552,Municipality of Recife,Brazil
4553,Comodoro Rivadavia,Argentina
4554,Prefeitura de Campina Grande,Brazil
4555,Municipalidad de La Serena,Chile
4556,Ayuntamiento de Puerto Vallarta,Mexico
4557,San Sebastián de Mariquita,Colombia
4558,Zarcero,Costa Rica
4559,Municipalidad de General Alvear (Mendoza),Argentina
4560,Prefeitura Municipal de Sumaré,Brazil
4561,Alcaldia de Manizales,Colombia
4562,Municipalidad de San Carlos de Bariloche,Argentina
4563,Alcaldía Municipal de Armenia,Colombia
4564,Municipalidad de San José,Costa Rica
4565,Distrito Metropolitano de Quito,Ecuador
4566,Prefeitura de Nova Santa Rita,Brazil
4567,City of Buenos Aires,Argentina
4568,Camilo Aldao,Argentina
4569,Alcaldía de Ibagué,Colombia
4570,Prefeitura de Betim,Brazil
4571,Prefeitura de Quissamã,Brazil
4572,Municipality of Corrientes,Argentina
4573,Tilarán,Costa Rica
4574,Prefeitura de Manaus,Brazil
4575,Municipio de Escuintla,Guatemala
4576,Municipalidad  de Rosario,Argentina
4577,Municipality of San Martín de los Andes,Argentina
4578,Municipality of Medellín,Colombia
4579,Prefeitura Municipal de Santos,Brazil
4580,Paraíso,Costa Rica
4581,Municipalidad de Cañas,Costa Rica
4582,Municipalidad de Peñalolén,Chile
4583,Prefeitura de Brumadinho,Brazil
4584,Prefeitura de Palmas,Brazil
4585,Valle de Santiago,Mexico
4586,Prefeitura de Vitória,Brazil
4587,Prefeitura de Brumadinho,Brazil
4588,Municipality of La Antigua Guatemala,Guatemala
4589,Prefeitura de Quissamã,Brazil
4590,Municipalidad de Peñalolén,Chile
4591,Mongui,Colombia
4592,Prefeitura de Itatiba,Brazil
4593,Municipalidad de San Borja,Peru
4594,Montes de Oca,Costa Rica
4595,Prefeitura de Goiás (Goiás Velho),Brazil
4596,Prefeitura de São Luís,Brazil
4597,Ocú,Panama
4598,Municipalidad de San Isidro (Lima),Peru
4599,Municipality of Caldas,Colombia
4600,Ayuntamiento de Centro,Mexico
4601,Prefeitura da Cidade de São José do Rio Preto,Brazil
4602,Concejo Municipal de Distrito de Monte Verde,Costa Rica
4603,Prefeitura de Porto Velho,Brazil
4604,Prefeitura de Boa Ventura,Brazil
4605,Godoy Cruz,Argentina
4606,Prefeitura de Goiás (Goiás Velho),Brazil
4607,Prefeitura Municipal de São José dos Campos,Brazil
4608,Prefeitura de Rolândia,Brazil
4609,Godoy Cruz,Argentina
4610,Municipalidad de Talca,Chile
4611,San Pedro de la Paz,Chile
4612,Alcaldia Distrital de Cartagena de Indias,Colombia
4613,Prefeitura de Manaus,Brazil
4614,Ayuntamiento de Zapopan,Mexico
4615,Municipality of La Antigua Guatemala,Guatemala
4616,Prefeitura de Lorena,Brazil
4617,Municipalidad de Magdalena del Mar,Peru
4618,Municipalidad de Talca,Chile
4619,Ramona,Argentina
4620,Municipalidad de Comas,Peru
4621,Lince,Peru
4622,City of Monterrey,Mexico
4623,Prefeitura de Guanhães,Brazil
4624,Alcaldía de Tegucigalpa,Honduras
4625,Municipio de Escuintla,Guatemala
4626,Municipality of Resistencia,Argentina
4627,Municipalidad  de Rosario,Argentina
4628,Prefeitura de Duque de Caxias,Brazil
4629,Bogotá Distrito Capital,Colombia
4630,Municipalidad de Machu Picchu,Peru
4631,Prefeitura de Brasiléia,Brazil
4632,Concejo Municipal de Distrito de Monte Verde,Costa Rica
4633,Ayuntamiento de Puerto Vallarta,Mexico
4634,Municipio de Colima,Mexico
4635,Ayuntamiento de Centro,Mexico
4636,Municipalidad de San José,Costa Rica
4637,Municipalidad de Peñalolén,Chile
4638,Prefeitura de Dois Irmãos,Brazil
4639,Prefeitura de Betim,Brazil
4640,Municipality of Belo Horizonte,Brazil
4641,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico
4642,Ciudad Madero,Mexico
4643,Guaminí,Argentina
4644,Prefeitura de Cocal do Sul,Brazil
4645,Prefeitura da Cidade de São José do Rio Preto,Brazil
4646,Alcaldia de Manizales,Colombia
4647,Ayuntamiento de Puerto Vallarta,Mexico
4648,Municipalidad Cerro Navia,Chile
4649,Ayuntamiento de Puerto Vallarta,Mexico
4650,Municipalidad  de Valparaíso,Chile
4651,Concejo Municipal de Distrito de Monte Verde,Costa Rica
4652,Region Metropolitana de Guadalajara,Mexico
4653,Prefeitura Municipal de João Pessoa,Brazil
4654,Ocú,Panama
4655,Municipality of Belo Horizonte,Brazil
4656,Rio das Flores,Brazil
4657,Municipalidad de San Carlos de Bariloche,Argentina
4658,Municipality of Irapuato,Mexico
4659,Prefeitura de Rolândia,Brazil
4660,Municipalidad de San Isidro (Lima),Peru
4661,San Sebastián de Mariquita,Colombia
4662,Alcaldía de Panamá,Panama
4663,Mexico City,Mexico
4664,Prefeitura de Niterói,Brazil
4665,Municipalidad de San José,Costa Rica
4666,Prefeitura de Boa Ventura,Brazil
4667,Município de Aparecida,Brazil
4668,Municipalidad de Santiago,Chile
4669,Municipalidad de Temuco,Chile
4670,Municipalidad de Peñalolén,Chile
4671,Lince,Peru
4672,Prefeitura de Manaus,Brazil
4673,Municipalidad de Independencia,Chile
4674,Alcaldía de Villavicencio,Colombia
4675,Prefeitura de Itatiba,Brazil
4676,Ayuntamiento de Celaya,Mexico
4677,Gobierno Municipal de León de los Aldamas,Mexico
4678,Municipality of Tópaga,Colombia
4679,Alcaldía Distrital de Barranquilla,Colombia
4680,Prefeitura de Lorena,Brazil
4681,Municipalidad de Talca,Chile
4682,Guaminí,Argentina
4683,Alcaldía de Cúcuta,Colombia
4684,Santa Fé Ciudad,Argentina
4685,San Carlos Sud,Argentina
4686,Ciudad de Juárez,Mexico
4687,Region Metropolitana de Guadalajara,Mexico
4688,Crespo,Argentina
4689,Ciudad Madero,Mexico
4690,Ciudad Madero,Mexico
4691,Prefeitura de Pilões,Brazil
4692,Municipio de Tierras Altas,Panama
4693,Prefeitura Municipal de Araçatuba,Brazil
4694,Prefeitura de Serra Talhada,Brazil
4695,Alcaldia de Manizales,Colombia
4696,Alcaldía de Villavicencio,Colombia
4697,Municipalidad de Independencia (Peru),Peru
4698,Alcaldía Municipal de Armenia,Colombia
4699,City of Goiânia,Brazil
4700,Prefeitura de Rafard,Brazil
4701,Municipalidad de Belén,Costa Rica
4702,Municipality of La Antigua Guatemala,Guatemala
4703,Municipalidad de Desamparados,Costa Rica
4704,Nueva Concepción,Guatemala
4705,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico
4706,Alcaldia de Manizales,Colombia
4707,Prefeitura de Monteiro Lobato,Brazil
4708,Prefeitura de Guarulhos,Brazil
4709,Gobierno Municipal de León de los Aldamas,Mexico
4710,Ramona,Argentina
4711,Prefeitura de Itatiba,Brazil
4712,Alcaldía de Ibagué,Colombia
4713,Crespo,Argentina
4714,Alcaldia de Madrid,Colombia
4715,Municipality of Recife,Brazil
4716,Prefeitura de Cordeirópolis,Brazil
4717,Prefeitura de Campina Grande,Brazil
4718,Municipalidad de Belén,Costa Rica
4719,Alcaldía de Ríohacha,Colombia
4720,Comodoro Rivadavia,Argentina
4721,Prefeitura de Pedreira,Brazil
4722,Municipalidad de Quepos,Costa Rica
4723,Prefeitura de Quissamã,Brazil
4724,Guaminí,Argentina
4725,Prefeitura de Presidente Prudente,Brazil
4726,Municipalidad de Desamparados,Costa Rica
4727,Prefeitura da Estância Turística de ITU,Brazil
4728,Region Metropolitana de Guadalajara,Mexico
4729,Mongua,Colombia
4730,Municipalidad  de Valparaíso,Chile
4731,Municipalidad de Independencia,Chile
4732,Municipality of Tópaga,Colombia
4733,Municipalidad de General Alvear (Mendoza),Argentina
4734,San Antonio,Chile
4735,Región Metropolitana de Santiago,Chile
4736,Godoy Cruz,Argentina
4737,Prefeitura da Estância Turística de ITU,Brazil
4738,San Rafael de Heredia,Costa Rica
4739,Municipalidad de Belén,Costa Rica
4740,Municipalidad Distrital de Jesús María,Peru
4741,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico
4742,Municipality of San Antonio de Areco,Argentina
4743,Prefeitura de Aracaju,Brazil
4744,San Rafael de Heredia,Costa Rica
4745,Alcaldia de Manizales,Colombia
4746,Alcaldía de Cuenca,Ecuador
4747,Municipalidad de Montecarlo,Argentina
4748,Santa Bárbara (Costa Rica),Costa Rica
4749,Municipalidad de Vitacura,Chile
4750,Region Metropolitana de Guadalajara,Mexico
4751,Ayuntamiento de Atenguillo,Mexico
4752,Ayuntamiento de Apodaca,Mexico
4753,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),Mexico
4754,Municipalidad de Comas,Peru
4755,Municipalidad de La Unión,Costa Rica
4756,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico
4757,Bogotá Distrito Capital,Colombia
4758,Prefeitura de Canápolis,Brazil
4759,Prefeitura de Passo de Torres,Brazil
4760,Municipality of Corrientes,Argentina
4761,Goicoechea,Costa Rica
4762,Valle de Santiago,Mexico
4763,Valle de Santiago,Mexico
4764,Prefeitura de Vitória,Brazil
4765,Municipality of Medellín,Colombia
4766,Municipalidad de Provincial de Arequipa,Peru
4767,Region Metropolitana de Guadalajara,Mexico
4768,Crespo,Argentina
4769,Ayuntamiento de San Luis Potosí,Mexico
4770,Prefeitura de Guanhães,Brazil
4771,Municipalidad de Santiago de Surco,Peru
4772,Ayuntamiento de Zapopan,Mexico
4773,Alcaldia de Cartago,Colombia
4774,Alcaldia de Pereira,Colombia
4775,Municipalidad de Machu Picchu,Peru
4776,Municipalidad de Independencia,Chile
4777,General Pueyrredon,Argentina
4778,Ciudad de Asunción,Paraguay
4779,Prefeitura de Extrema,Brazil
4780,Municipalidad de La Paz,Bolivia
4781,Prefeitura de Palmas,Brazil
4782,Gobierno Municipal de León de los Aldamas,Mexico
4783,Prefeitura de Serra Talhada,Brazil
4784,Prefeitura de Extrema,Brazil
4785,Município de Aparecida,Brazil
4786,Municipalidad de San Isidro (Lima),Peru
4787,Metropolitan Municipality of Lima,Peru
4788,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico
4789,Alcaldía de Ibagué,Colombia
4790,Municipalidad de Santiago de Surco,Peru
4791,Municipio de San Jose,Guatemala
4792,Prefeitura de Rolândia,Brazil
4793,Municipality of Coronel Dominguez,Argentina
4794,Municipio de Torreón,Mexico
4795,Prefeitura de Dois Irmãos,Brazil
4796,Municipalidad de Maipú,Chile
4797,City of Monterrey,Mexico
4798,Prefeitura de São Luís,Brazil
4799,Prefeitura de Abaetetuba,Brazil
4800,Bogotá Distrito Capital,Colombia
4801,Chacabuco,Argentina
4802,Municipalidad de Independencia (Peru),Peru
4803,Prefeitura Municipal de Santos,Brazil
4804,Municipalidad de Magdalena del Mar,Peru
4805,Alcaldia de Madrid,Colombia
4806,Ayuntamiento de Victoria (Tamaulipas),Mexico
4807,Guarco,Costa Rica
4808,Prefeitura de Florianópolis,Brazil
4809,Prefeitura de Santa Bárbara,Brazil
4810,Municipalidad de Desamparados,Costa Rica
4811,Alcaldía de Sincelejo,Colombia
4812,Alcaldia Distrital de Cartagena de Indias,Colombia
4813,Santa Bárbara (Costa Rica),Costa Rica
4814,San Rafael de Heredia,Costa Rica
4815,Alcaldia de Mosquera,Colombia
4816,Metropolitan Municipality of Lima,Peru
4817,Busbanza,Colombia
4818,Municipalidad de La Serena,Chile
4819,Alcaldía Distrital de Santa Marta,Colombia
4820,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
4821,Prefeitura de Guanhães,Brazil
4822,Alcaldía Municipal de Armenia,Colombia
4823,Gobierno Municipal de León de los Aldamas,Mexico
4824,Municipalidad de Puerto Barrios,Guatemala
4825,Lince,Peru
4826,Municipality of Caldas,Colombia
4827,Municipality of Caldas,Colombia
4828,Coatzacoalcos,Mexico
4829,Prefeitura de Itatiba,Brazil
4830,Prefeitura de Engenheiro Coelho,Brazil
4831,Prefeitura de Ilhabela,Brazil
4832,Prefeitura Municipal de Petrolina,Brazil
4833,Municipality of Resistencia,Argentina
4834,Municipalidad de Concepción,Chile
4835,Prefeitura de Iperó,Brazil
4836,Alcaldia de Montería,Colombia
4837,Alcaldia de Cartago,Colombia
4838,Prefeitura de Brasiléia,Brazil
4839,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico
4840,Prefeitura de São Paulo,Brazil
4841,Beteitiva,Colombia
4842,Santiago de Cali,Colombia
4843,Prefeitura de Guanhães,Brazil
4844,Municipalidad de Providencia,Chile
4845,Renca,Chile
4846,Municipalidad de Cañas,Costa Rica
4847,Municipalidad de Talca,Chile
4848,Alcaldia de Manizales,Colombia
4849,Mongua,Colombia
4850,Ayuntamiento de Hermosillo,Mexico
4851,Municipality of Medellín,Colombia
4852,Zinacantepec,Mexico
4853,Municipalidad de Belén,Costa Rica
4854,Prefeitura de São Leopoldo,Brazil
4855,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
4856,Municipio de Maneiro,Venezuela
4857,Prefeitura de Niterói,Brazil
4858,Prefeitura de Niterói,Brazil
4859,Santa Fé Ciudad,Argentina
4860,Alcaldía Distrital de Santa Marta,Colombia
4861,Municipality of Medellín,Colombia
4862,Bogotá Distrito Capital,Colombia
4863,Prefeitura de Engenheiro Coelho,Brazil
4864,Municipalidad de Bellavista,Peru
4865,Busbanza,Colombia
4866,Municipalidad Venado Tuerto,Argentina
4867,Municipio de Bucaramanga,Colombia
4868,Ayuntamiento de Celaya,Mexico
4869,Lince,Peru
4870,Ciudad de Juárez,Mexico
4871,Prefeitura Municipal de Santos,Brazil
4872,Municipalidad de San José,Costa Rica
4873,Gobierno Municipal de León de los Aldamas,Mexico
4874,Alcaldia de Manizales,Colombia
4875,Ayuntamiento de Puerto Vallarta,Mexico
4876,Alcaldia de Pereira,Colombia
4877,Municipalidad de Tampico,Mexico
4878,Ayuntamiento de Hermosillo,Mexico
4879,Prefeitura de Rolândia,Brazil
4880,Prefeitura de Rolândia,Brazil
4881,Ocú,Panama
4882,Prefeitura de Guanhães,Brazil
4883,Ciudad de Asunción,Paraguay
4884,Aipromades Lago de Chapala,Mexico
4885,Municipalidad de San Borja,Peru
4886,Municipalidad de Belén,Costa Rica
4887,Alcaldia de Pereira,Colombia
4888,Gámeza,Colombia
4889,Alcaldia Distrital de Cartagena de Indias,Colombia
4890,Gámeza,Colombia
4891,Ayuntamiento de Celaya,Mexico
4892,Prefeitura Municipal de Sertãozinho,Brazil
4893,Prefeitura de Brasiléia,Brazil
4894,City of Buenos Aires,Argentina
4895,Prefeitura de Sorocaba,Brazil
4896,Ciudad de Juárez,Mexico
4897,Prefeitura de Rio Branco,Brazil
4898,Zinacantepec,Mexico
4899,Alcaldia de Floridablanca,Colombia
4900,Prefeitura de Alexânia,Brazil
4901,Prefeitura de Aracaju,Brazil
4902,Prefeitura de Pilões,Brazil
4903,Municipalidad de Miraflores,Peru
4904,San Pedro Garza García,Mexico
4905,Municipality of San Pedro Tlaquepaque,Mexico
4906,Municipalidad de Bellavista,Peru
4907,Municipalidad de General Alvear (Mendoza),Argentina
4908,Municipalidad de La Paz,Bolivia
4909,Prefeitura de Porto Velho,Brazil
4910,Prefeitura de Palmas,Brazil
4911,Mexico City,Mexico
4912,Municipalidad de San Isidro (Lima),Peru
4913,Coatzacoalcos,Mexico
4914,Municipality of La Antigua Guatemala,Guatemala
4915,Gobierno Municipal de León de los Aldamas,Mexico
4916,Municipio de Bucaramanga,Colombia
4917,Prefeitura de Campo Grande,Brazil
4918,Prefeitura de Abaetetuba,Brazil
4919,Municipalidad Cerro Navia,Chile
4920,Ciudad Madero,Mexico
4921,Municipality of Rauch,Argentina
4922,Uruapan,Mexico
4923,Girardota,Colombia
4924,Santa Fé Ciudad,Argentina
4925,Municipio de Escuintla,Guatemala
4926,Prefeitura Municipal de Caieiras,Brazil
4927,City of Salvador,Brazil
4928,Prefeitura de Curvelo,Brazil
4929,Prefeitura Municipal de Santos,Brazil
4930,Comodoro Rivadavia,Argentina
4931,Prefeitura de Iperó,Brazil
4932,Gobierno Municipal de Toluca de Lerdo,Mexico
4933,Prefeitura de Brasiléia,Brazil
4934,Municipio de Mérida,Mexico
4935,Distrito Metropolitano de Quito,Ecuador
4936,Municipalidad de Belén,Costa Rica
4937,Municipio de Iztapa,Guatemala
4938,Ayuntamiento de Chihuahua,Mexico
4939,Municipalidad de Desamparados,Costa Rica
4940,Prefeitura de Cordeirópolis,Brazil
4941,Prefeitura de Passo de Torres,Brazil
4942,Municipality of Resistencia,Argentina
4943,Municipalidad de Belén,Costa Rica
4944,Santa Fé Ciudad,Argentina
4945,Prefeitura de Pedreira,Brazil
4946,Prefeitura de Osasco,Brazil
4947,Municipio de Mérida,Mexico
4948,Municipality of Fortaleza,Brazil
4949,Municipalidad de Bellavista,Peru
4950,Municipalidad  de Rosario,Argentina
4951,Municipality of Fortaleza,Brazil
4952,Alcaldia de Floridablanca,Colombia
4953,Ayuntamiento de Hermosillo,Mexico
4954,Renca,Chile
4955,Municipalidad de Providencia,Chile
4956,Alcaldia de Floridablanca,Colombia
4957,Prefeitura de Nova Santa Rita,Brazil
4958,Municipalidad de Independencia,Chile
4959,Alcaldia de Valdivia,Chile
4960,Bogotá Distrito Capital,Colombia
4961,Municipalidad Venado Tuerto,Argentina
4962,Municipalidad de La Paz,Bolivia
4963,Envigado,Colombia
4964,Municipality of Curridabat,Costa Rica
4965,Paraíso,Costa Rica
4966,Prefeitura de Extrema,Brazil
4967,Prefeitura de Pato Branco,Brazil
4968,Municipality of Medellín,Colombia
4969,Prefeitura Municipal de Canoas,Brazil
4970,Prefeitura de Presidente Prudente,Brazil
4971,Prefeitura Municipal de Canoas,Brazil
4972,Municipality of San Antonio de Areco,Argentina
4973,Municipalidad de Provincial de Arequipa,Peru
4974,Prefeitura de Aracaju,Brazil
4975,Prefeitura de Brumadinho,Brazil
4976,Comodoro Rivadavia,Argentina
4977,Municipality of Belo Horizonte,Brazil
4978,Municipalidad de San Isidro (Lima),Peru
4979,Municipalidad de San Isidro (Lima),Peru
4980,Alajuela,Costa Rica
4981,Municipio de Loja,Ecuador
4982,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico
4983,Alcaldía de Ibagué,Colombia
4984,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
4985,Prefeitura Municipal de Santos,Brazil
4986,Prefeitura Municipal de São José dos Campos,Brazil
4987,Prefeitura de Goiás (Goiás Velho),Brazil
4988,Municipalidad Venado Tuerto,Argentina
4989,Ayuntamiento de Celaya,Mexico
4990,Municipality of Campinas,Brazil
4991,Municipalidad de Miraflores,Peru
4992,Puerto Varas,Chile
4993,Municipalidad de Peñalolén,Chile
4994,Municipality of Medellín,Colombia
4995,Prefeitura de Abaetetuba,Brazil
4996,Prefeitura Municipal de Araçatuba,Brazil
4997,Prefeitura de Aracaju,Brazil
4998,Municipalidad de San Carlos de Bariloche,Argentina
4999,Valle de Santiago,Mexico
5000,Prefeitura de Guarulhos,Brazil
5001,Prefeitura de Pedreira,Brazil
5002,Alcaldia Distrital de Cartagena de Indias,Colombia
5003,Prefeitura da Estância Turística de ITU,Brazil
5004,Prefeitura de Guarulhos,Brazil
5005,Ciudad de Mendoza,Argentina
5006,Municipalidad de Peñalolén,Chile
5007,Municipalidad de Belén,Costa Rica
5008,Municipio de Mérida,Mexico
5009,Municipalidad de Belén,Costa Rica
5010,Prefeitura de Itapoá,Brazil
5011,Prefeitura de Pato Branco,Brazil
5012,Prefeitura de Guarulhos,Brazil
5013,Prefeitura de Cocal do Sul,Brazil
5014,Gobierno Municipal de León de los Aldamas,Mexico
5015,Ramona,Argentina
5016,Municipality of San Pedro Tlaquepaque,Mexico
5017,Municipalidad de Talca,Chile
5018,Rio das Flores,Brazil
5019,Ayuntamiento de Chihuahua,Mexico
5020,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico
5021,Prefeitura de Dois Irmãos,Brazil
5022,Zarcero,Costa Rica
5023,Prefeitura Municipal de Caieiras,Brazil
5024,Ayuntamiento de Celaya,Mexico
5025,Zinacantepec,Mexico
5026,Municipalidad Venado Tuerto,Argentina
5027,Nueva Concepción,Guatemala
5028,Prefeitura Municipal de Sumaré,Brazil
5029,Municipio de Mérida,Mexico
5030,Prefeitura de São Leopoldo,Brazil
5031,Gobierno Municipal de León de los Aldamas,Mexico
5032,Municipalidad de La Unión,Costa Rica
5033,Prefeitura Municipal de Contagem,Brazil
5034,Chacabuco,Argentina
5035,Prefeitura de Sobral,Brazil
5036,Municipalidad  de Rosario,Argentina
5037,Municipalidad de San Isidro (Lima),Peru
5038,Prefeitura de Rolândia,Brazil
5039,City of Monterrey,Mexico
5040,Alcaldía de Panamá,Panama
5041,Alcaldia de Rionegro,Colombia
5042,Municipality of San Pedro Tlaquepaque,Mexico
5043,Ayuntamiento de Cuernavaca,Mexico
5044,Paraíso,Costa Rica
5045,Prefeitura Municipal de João Pessoa,Brazil
5046,Municipality of Patagones,Argentina
5047,Municipality of Recife,Brazil
5048,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),Mexico
5049,Reconquista,Argentina
5050,Municipality of Rauch,Argentina
5051,Municipality of Medellín,Colombia
5052,Municipalidad de San José,Costa Rica
5053,Municipality of Coronel Dominguez,Argentina
5054,Municipio de Mérida,Mexico
5055,Municipalidad Venado Tuerto,Argentina
5056,Prefeitura de Florianópolis,Brazil
5057,Municipalidad de Maipú,Chile
5058,Comodoro Rivadavia,Argentina
5059,Municipalidad de Peñalolén,Chile
5060,Municipalidad de Peñalolén,Chile
5061,Municipalidad de La Unión,Costa Rica
5062,Municipalidad de Cañas,Costa Rica
5063,Prefeitura Municipal de Santos,Brazil
5064,San Bernardo,Chile
5065,Prefeitura de Vitória,Brazil
5066,Godoy Cruz,Argentina
5067,Ayuntamiento de Chihuahua,Mexico
5068,Municipalidad  de Valparaíso,Chile
5069,Prefeitura de Betim,Brazil
5070,Municipalidad de Machu Picchu,Peru
5071,Municipalidad de Belén,Costa Rica
5072,Alcaldia de Manizales,Colombia
5073,Municipalidad de San Isidro (Lima),Peru
5074,Nueva Concepción,Guatemala
5075,Municipality of Belo Horizonte,Brazil
5076,Municipalidad de Santiago de Surco,Peru
5077,Municipalidad de Talca,Chile
5078,City of Monterrey,Mexico
5079,Alcaldía de Yopal,Colombia
5080,Puerto Cortés,Honduras
5081,Municipality of Campinas,Brazil
5082,Reconquista,Argentina
5083,Presidencia Municipal de Saltillo,Mexico
5084,Municipality of Belo Horizonte,Brazil
5085,Municipalidad de La Unión,Costa Rica
5086,Municipality of Santa Catarina,Mexico
5087,Prefeitura de Dois Irmãos,Brazil
5088,Prefeitura de Guabiruba,Brazil
5089,Prefeitura de Pilões,Brazil
5090,Alcaldía de Villavicencio,Colombia
5091,Prefeitura do município de Paiçandu,Brazil
5092,Mongua,Colombia
5093,Prefeitura de São Paulo,Brazil
5094,Prefeitura de Dois Irmãos,Brazil
5095,Santiago de Cali,Colombia
5096,Municipality of Tópaga,Colombia
5097,Ciudad de Juárez,Mexico
5098,Prefeitura Municipal de Sumaré,Brazil
5099,Alcaldía de Panamá,Panama
5100,Prefeitura de Conde (Paraíba),Brazil
5101,San Carlos Sud,Argentina
5102,Prefeitura de Cocal do Sul,Brazil
5103,Prefeitura Municipal de Petrolina,Brazil
5104,Bogotá Distrito Capital,Colombia
5105,Municipalidad de Montecarlo,Argentina
5106,Puerto Cortés,Honduras
5107,City of Salvador,Brazil
5108,Prefeitura de Osasco,Brazil
5109,Ciudad de Asunción,Paraguay
5110,Municipality of Curitiba,Brazil
5111,Ayuntamiento de Morelia,Mexico
5112,Municipality of Tópaga,Colombia
5113,Prefeitura de Goiás (Goiás Velho),Brazil
5114,Prefeitura de Betim,Brazil
5115,Prefeitura de Rolândia,Brazil
5116,Camilo Aldao,Argentina
5117,Municipalidad de Temuco,Chile
5118,City of Salvador,Brazil
5119,Prefeitura de Serra Talhada,Brazil
5120,Prefeitura de Pilões,Brazil
5121,Municipio de Iztapa,Guatemala
5122,Prefeitura de Ilhabela,Brazil
5123,Prefeitura de Jundiaí,Brazil
5124,Municipalidad de Vitacura,Chile
5125,Municipalidad de Puerto Barrios,Guatemala
5126,Alcaldia de Manizales,Colombia
5127,Prefeitura de Passo de Torres,Brazil
5128,Prefeitura de Carnaúba dos Dantas,Brazil
5129,Prefeitura de Manaus,Brazil
5130,Municipalidad de Concepción,Chile
5131,City of Monterrey,Mexico
5132,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico
5133,Municipality of Irapuato,Mexico
5134,Municipality of Coronel Dominguez,Argentina
5135,Alajuela,Costa Rica
5136,Prefeitura de Guabiruba,Brazil
5137,San Pedro Garza García,Mexico
5138,Prefeitura de Cordeirópolis,Brazil
5139,Prefeitura de Cruzeiro do Sul,Brazil
5140,Prefeitura de Campo Grande,Brazil
5141,Municipality of Campinas,Brazil
5142,Godoy Cruz,Argentina
5143,Prefeitura de Florianópolis,Brazil
5144,Crespo,Argentina
5145,Prefeitura de Treze Tílias,Brazil
5146,Municipalidad de Desamparados,Costa Rica
5147,Ayuntamiento San Nicolás de los Garza,Mexico
5148,Zarcero,Costa Rica
5149,Prefeitura de Palmas,Brazil
5150,Arteaga,Argentina
5151,Municipalidad de Belén,Costa Rica
5152,Prefeitura de Extrema,Brazil
5153,Municipalidad de Santiago de Surco,Peru
5154,Prefeitura de Extrema,Brazil
5155,Valle de Santiago,Mexico
5156,Municipalidad Distrital de Jesús María,Peru
5157,Municipalidad de General Alvear (Mendoza),Argentina
5158,Prefeitura de Rafard,Brazil
5159,Alcaldia de Cartago,Colombia
5160,Municipio de Loja,Ecuador
5161,San Justo (Argentina),Argentina
5162,Metepec,Mexico
5163,Municipality of Tópaga,Colombia
5164,Uruapan,Mexico
5165,Prefeitura de Florianópolis,Brazil
5166,Prefeitura de Santa Bárbara,Brazil
5167,Nueva Concepción,Guatemala
5168,San Bernardo,Chile
5169,Alcaldia de Manizales,Colombia
5170,Alcaldia de Manizales,Colombia
5171,Renca,Chile
5172,Municipalidad de Desamparados,Costa Rica
5173,Prefeitura de São José dos Pinhais,Brazil
5174,Santa Ana (Costa Rica),Costa Rica
5175,Bogotá Distrito Capital,Colombia
5176,Municipality of Fortaleza,Brazil
5177,City of Buenos Aires,Argentina
5178,Ramona,Argentina
5179,Alcaldia Distrital de Cartagena de Indias,Colombia
